MeanEducation,MeanHouseholdIncome,Zip1
10.86830311,19109.25178,0
11.0627383,21591.5322,0
10.78920489,20005.67512,0
10.06229508,12013.3427,0
11.15587684,19188.84193,0
10.36784298,16687.41549,0
11.14788818,20752.27658,0
10.72462472,20478.25493,0
10.35637677,15795.29435,0
11.54712267,21453.43754,0
10.42358247,17980.0882,0
11.13218211,22683.87128,0
11.11791148,20650.43035,0
11.76880419,25698.04844,0
11.21818501,24476.01359,0
11.09744355,23242.62804,0
11.23336932,19158.99981,0
11.07182421,19334.35583,0
10.55107708,16665.89406,0
11.67371946,21018.27319,0
12.54002052,29362.26095,0
10.71733967,22432.14098,0
11.77342644,24618.31297,0
11.51332161,26075.38237,0
14.95168936,67246.33268,0
12.67767063,33185.26421,0
15.98985932,60746.50758,0
12.9010989,52891.53439,0
12.38819095,45982.94767,0
12.86768061,43534.71843,0
13.10956296,52710.04364,0
13.45150115,61186.20459,0
12.52583026,52413.15346,0
12.91504729,58559.64351,0
12.46037736,54706.16883,0
13.12751016,53985.5687,0
10.64115195,29611.51079,0
11.72271617,37088.58911,0
12.99041614,50889.42963,0
11.75608343,35488.921,0
13.44517185,58611.27596,0
13.56888889,52639.43809,0
12.13146089,38494.32372,0
13.79295154,69317.83681,0
13.08419498,58103.42146,0
13.87810384,64244.74628,0
14.8,34500,0
13.08500401,47794.50626,0
14.32342857,59238.92774,0
13.62,53521.42857,0
13.24590164,62276.08471,0
13.28352941,60230.39914,0
11.4305217,49700,0
12.38217808,45362.62057,0
14.89795585,94498.45417,0
13.75677831,67945.87434,0
12.47434091,60939.07615,0
12.81754736,52016.50165,0
13.14954545,64906.74362,0
13.21501272,60561.42365,0
14.97133917,74755.62527,0
14.53815261,71515.88785,0
14.57656501,90606.73457,0
12.6596105,50456.85769,0
15.2544186,88521.00476,0
14.84053561,76947.06775,0
12.19220197,42770.11813,0
12.16996424,37795.67388,0
14.42305053,82606.15679,0
14.78980152,79490.52707,0
14.78723404,78568.57143,0
13.48922717,66593.04468,0
13.35498273,69154.31424,0
15.92813563,103458.0613,0
14.19461913,82189.68245,0
12.93492882,65484.58396,0
12.75691917,56880.79145,0
12.93496894,55918.88613,0
13.68909627,76551.58251,0
10.59513435,22021.28751,0
12.33773607,44716.83861,0
13.59688901,67822.46785,0
12.95712647,71490.57056,0
12.18462925,41433.32444,0
15.52554316,94913.56322,0
14.3632895,73435.50503,0
12.8418422,55465.87367,0
13.11166301,64304.93052,0
14.92895204,101547.7308,0
13.71193747,72227.25951,0
14.3868237,87953.15348,0
15.3569885,106390.7839,0
14.41297935,88663.19444,0
14.13012346,86699.31501,0
13.81103654,86517.18264,0
15.42814464,48684.11742,0
11.82469734,36078.69228,0
13.22713399,51229.9498,0
13.41948243,55990.22629,0
15.60288751,62816.70463,0
13.2753886,51163.30907,0
12.49908804,52025.89775,0
13.47710583,61661.12078,0
16.68914956,41623.40764,0
13.55458177,55739.98208,0
17.15106117,95325.53036,0
15.83403429,41210.40535,0
12.60248735,46313.94832,0
13.28212376,72324.41766,0
12.828624,57844.7532,0
15.70316159,107427.4508,0
14.21641191,90199.04187,0
12,32500,0
13.36838883,64203.43271,0
0,0,0
13.42086967,63496.19723,0
13.08040878,61066.48771,0
13.16327723,62828.095,0
16.81877135,81432.90662,0
16.21812689,86024.64021,0
14.46248196,72359.59085,0
15.12431835,80962.21249,0
15.87199374,96703.1789,0
15.64593742,118526.5475,0
13.35804467,53263.83165,0
14.97202797,74833.33333,0
13.52926674,55755.87751,0
12.21992481,44835.29412,0
12.76719832,51843.28833,0
14.44738779,66277.70201,0
13.87024819,61696.55104,0
14.61101928,76833.79008,0
0,17500,0
14.77777778,57907.21649,0
14.3011236,52117.64706,0
14.0641131,64500.71135,0
13.42105263,35706.89655,0
12.82660688,66152.58856,0
10.75338619,34928.64493,0
10.63615486,33839.44073,0
12.0132626,56318.78509,0
14.12696078,71075.48881,0
12.11098795,57155.7222,0
11.67370731,46031.61178,0
14.77462792,72863.84072,0
13.05942989,67157.71249,0
12.27906977,55295.18072,0
12.87109278,57541.76993,0
13.28205128,76590.90909,0
12.19672944,43244.74257,0
13.1956044,61340,0
14.47943311,61919.30681,0
13.33457648,52469.42181,0
13.21323808,54591.52572,0
13.67348354,71492.92371,0
13.00350877,51939.47368,0
10.51382624,17110.98901,0
11.00224358,19545.95795,0
10.99100618,16636.48576,0
10.39514895,16962.91844,0
10.65565178,18673.95317,0
10.73844197,18932.80396,0
11.37513736,20541.55767,0
10.45125035,17320.39745,0
9.958803987,17294.85609,0
12.23659121,20415.11936,0
10.74179141,19110.33753,0
11.19914381,18656.70963,0
11.46029938,20502.22703,0
11.78924647,22943.99893,0
11.30316803,24849.64712,0
11.81984334,20073.89813,0
10.85856164,16116.43836,0
10.74276912,19142.64067,0
11.55953285,26380.48749,0
11.01898734,19957.56579,0
10.49444769,17307.21787,0
10.96662088,17477.29374,0
10.83435583,20838.54167,0
11.70470085,23621.95491,0
14.43740708,39138.47245,0
12.04290921,24944.65486,0
13.47281777,41974.16882,0
14.79591837,47242.64706,0
15.60185185,54690.82762,0
12.07940225,27372.37631,0
13.25707547,61446.56489,0
13.3198101,56804.73136,0
13.23918575,54336.34538,0
12.71186441,53018.93552,0
14.17972051,62832.70576,0
13.80769231,67263.48548,0
13.48109518,68354.50597,0
13.79773463,60206.09982,0
12.92463874,60754.14546,0
12.42301208,47161.27232,0
13.89082278,67579.96418,0
13.79744655,57678.02739,0
12.41374752,44488.92128,0
13.02004784,48977.6181,0
14.77515887,77865.02074,0
12.30904818,28146.94583,0
10.90954029,24638.31856,0
12.65058518,47284.68672,0
13.18451767,47016.83561,0
12.89100529,45967.028,0
13.06420927,49935.01805,0
14.4893617,66616.21967,0
13.01036269,65787.03704,0
15.12525435,68855.07246,0
14.14285714,60914.55696,0
13.65343915,60376.59033,0
12.43931624,49051.05105,0
13.43809524,48582.6087,0
12.71428571,24446.42857,0
13.51813752,54445.66624,0
12.54324207,42758.86991,0
12.77711561,53660.98707,0
13.85678302,52608.3815,0
12.9628271,40220.45045,0
12.4,48088.23529,0
12.4168195,44201.91182,0
12.975,58138.29787,0
14.70491803,83932.21063,0
13.80207321,69644.94928,0
12.84972171,56953.40957,0
13.04262969,67150.6883,0
12.5626078,57888.7224,0
13.21217067,53723.84439,0
12.65857605,57796.1165,0
13.22258917,65111.7284,0
13.90213392,66431.56708,0
13.30259157,67358.56016,0
12.81523897,55398.74043,0
14.58119946,90725.46804,0
13.98905745,66847.01571,0
12.89850058,51271.37459,0
12.44863771,41868.00386,0
13.64578335,53502.02386,0
12.48596257,54472.68908,0
16.18756202,102656.8545,0
15.50363516,55573.02231,0
16.22286263,136064.3284,0
13.02965029,60614.67688,0
17.03546982,130792.0525,0
15.62236456,101735.0012,0
12.92992614,58175.00844,0
12.29119542,48595.44294,0
12.25246411,44282.00599,0
13.86498783,87807.35976,0
13.43569984,75419.32468,0
14.17870535,75472.28542,0
15.3968793,108705.1754,0
15.20162313,113255.3199,0
12.8807397,62250.94675,0
13.06522111,64725.60062,0
14.61111111,81982.85449,0
14.35471698,95235.90982,0
13.34210264,58525.5675,0
14.27173656,74027.89394,0
15.18810711,100334.4607,0
14.76541741,66397.60349,0
13.4544332,54822.99468,0
14.71184935,92502.66464,0
16.7003003,148579.3475,0
14.43784829,80389.02743,0
14.51705395,82852.50182,0
15.16040843,101346.2438,0
14.70778172,99605.54475,0
12.23294308,45536.3432,0
14.89667817,59273.99925,0
11.68839042,36087.27881,0
12.131712,45455.19855,0
14.35756628,76461.59034,0
14.80483264,53529.62933,0
14.31373143,55951.03967,0
12.25531166,48124.6454,0
12.17104342,47953.17343,0
13.58235037,65170.88412,0
13.17549774,57131.70486,0
13.44462469,65553.3362,0
13.21632079,61114.97167,0
13.19583946,64836.30573,0
12.90124877,57498.11225,0
13.63695864,66477.54419,0
15.62318133,110217.0175,0
14.08503597,73919.50576,0
15.65575244,91669.07142,0
15.83940369,100159.0599,0
15.88137357,79394.75874,0
15.3912256,93997.69497,0
17.51039956,151061.706,0
14.82442385,72129.62457,0
16.38610105,110428.1636,0
14.98243377,96328.80035,0
12.52715838,56194.60227,0
15.0023339,63899.91729,0
14.02955083,43640.15905,0
14.05821238,74051.09692,0
14.3617961,73381.68373,0
14.3266301,65262.30807,0
15.41100324,82124.36548,0
13.02045827,41536.14412,0
14.18670265,58813.45131,0
14.771518,59464.82913,0
12.97726218,49066.13757,0
14.01435252,53323.52941,0
16.30769231,82878.78788,0
14.73860445,58154.52014,0
14.07140496,44405.35211,0
14.38188277,53577.12766,0
14.29127726,55775.33386,0
10.69261842,18533.84376,0
10.09777295,17496.52605,0
11.39189701,21607.33961,0
11.69663272,27246.44528,0
11.09799789,23229.71698,0
10.78952396,18803.32892,0
11.04065719,19621.52705,0
10.64555326,18521.62101,0
11.53165844,22530.29302,0
11.28093537,21260.2777,0
11.01777848,19842.42767,0
12.37785901,26424.45514,0
10.49458962,18934.87248,0
10.64822316,15626.57426,0
11.24665147,21804.01639,0
11.20285572,21145.35044,0
10.47604095,19499.42859,0
11.3673577,19448.76265,0
11.28898678,22800.78966,0
11.3160308,20040.98429,0
11.22246926,23456.90151,0
12.40202825,25973.62038,0
11.7756145,25322.71711,0
14.26250567,43671.06239,0
11.55139905,25584.64508,0
12.01721014,20201.63017,0
14.48109401,50490.67025,0
11.66848605,27004.51802,0
11.80556379,25388.80454,0
10.27492786,16295.15184,0
12.21983412,28059.44467,0
11.56943134,26445.42154,0
12.49197347,30988.06963,0
12.90656799,55644.03402,0
13.88867497,58405.43052,0
12.91338583,52096.79487,0
11.92543044,39937.74361,0
13.20043308,61381.97627,0
14.44444444,64872.09302,0
13.64160972,63864.83669,0
12.12786589,40161.81335,0
15.62538383,74725.89532,0
12.13570197,52937.76497,0
14.89261389,50352.65109,0
13.9462963,68411.59052,0
15.8935743,66532.77154,0
12.2809973,42440.11072,0
14.625,55207.54717,0
11.72569907,41443.8326,0
12.98387993,60708.79121,0
13.21039143,51220.82111,0
14.02608696,76969.05941,0
14.06779661,78220.58824,0
13.59824047,49747.36148,0
14.52721088,66379.49102,0
12.34816754,40300.88496,0
13.6132522,56144.16847,0
13.72992701,58312.5,0
14.85739055,47393.83117,0
13.20066152,63233.5729,0
16.48146985,123375.1777,0
12.82764233,54279.2378,0
14.02793381,76598.85556,0
12.39521898,51128.43567,0
13.35176607,68273.07333,0
13.04749679,58383.08038,0
12.6061706,61135.81927,0
13.28222997,62893.3121,0
12.7283237,52305.71746,0
12.93859037,69879.39297,0
12.29081334,49199.34066,0
12.70788602,53998.57456,0
14.0268,81431.50283,0
13.76602564,68542.84402,0
14.06235625,91177.95567,0
12.74278523,57774.43074,0
13.99272866,81954.1704,0
12.65803434,46661.70783,0
13.21584101,52217.09195,0
16.15026552,105294.0149,0
15.69454577,115801.3862,0
14.97351071,91015.61186,0
15.32134293,109840.8287,0
15.1069999,82641.75278,0
15.83903989,139833.8058,0
13.41561479,64688.84409,0
14.34494579,85160.07436,0
14.66078543,94021.24798,0
11.09563934,36263.56884,0
11.63439157,43937.26673,0
15.06215478,88628.47259,0
13.59080826,76632.78594,0
14.53675882,84633.51571,0
13.30683123,60964.77765,0
14.11911952,66724.85159,0
15.62651152,96510.15169,0
14.47670427,83724.87562,0
15.30953622,103824.6582,0
15.32002956,102750.5369,0
13.14158622,69777.19409,0
14.736226,81352.8308,0
15.83403907,113803.0512,0
14.20655447,73240.13823,0
14.8811568,86040.66855,0
13.39773598,66604.11239,0
12.37822089,49045.65334,0
12.53593543,47843.35786,0
11.20315207,39749.34692,0
14.33543625,67659.43878,0
14.24602914,42963.94304,0
12.89364019,48997.92301,0
13.04131058,54001.01779,0
11.25322766,41064.83393,0
13.80500684,72729.03174,0
15.12663846,94950.92604,0
12.17774048,52030.96411,0
13.63199746,71995.36811,0
12.87112137,60389.00848,0
13.51388889,78391.25152,0
