x,y,label
-1.7152255146416062,-0.8324976027218274,1
-2.848525477812695,1.608252225759416,-1
0.6976681976505568,2.274769482352805,1
4.181880659892053,0.317499484048729,1
-3.2898814287086515,-3.7263094589666306,1
-3.1626470674417133,-4.556686505602959,1
0.8486798637723869,4.355738236577451,1
4.523739057679859,3.920623438059155,1
1.1212250301163753,2.0308656630483055,1
2.3599169244932385,-0.48845959934271227,-1
-1.318504427743705,-2.7775473415625913,1
-0.8796749140529256,-4.462022699346498,1
0.4791165127576191,2.6952249518297293,1
-5.029867512854477,0.6219440221194337,-1
-3.60508363987565,-4.190704624655123,1
-2.018454885327233,-2.03817734174875,1
-2.388509005050021,-1.4128853066615366,1
-1.9194437955451724,-3.8794408401936584,1
-3.2874178986493003,-2.013310529833767,1
-1.2826517142279183,2.7327144217483577,-1
1.9364201388690632,3.002916953442017,1
-2.8388636842378716,2.7446310116600197,-1
5.259570569551506,-2.354048348785856,-1
1.454261602807246,0.47259755710080337,1
3.5060879915499106,1.4892795685986535,1
-4.804941136117911,2.7124608853530114,-1
2.979416202965142,-3.0069200628721156,-1
2.66428128202295,0.5594568731096736,1
-1.393550333608162,2.429559447913677,-1
-3.439419219409174,-1.6558253019078448,1
0.8099469993652193,-4.634819216195756,-1
0.7846720208659816,1.7290909337226623,1
2.2859883786892405,3.5663288566329756,1
2.2655058128053405,2.3442186020079268,1
1.3684862261509922,5.073951197146074,1
0.43294574670264313,-2.323839881480369,-1
4.876420830254831,-3.855943353551367,-1
-2.4143370052057196,4.322485281333614,-1
-4.606734803255942,-2.68735733679556,1
-1.651685484638777,-4.522035241780025,1
-3.667831090244093,4.31007015665275,-1
2.8678814910400945,-4.351048809263912,-1
-4.7332157727001976,-4.802584053074507,1
-2.6984706806441667,1.5200529746905211,-1
2.3804068602485327,-2.5190061822956307,-1
-4.676101079452807,3.903433179095617,-1
-3.512890627188974,1.5752330661578837,-1
-0.7731207638482724,-3.552347867567552,1
-2.1141735990870654,5.083402952601642,-1
0.8327938897678291,-2.5864206690896503,-1
3.0287208947495277,5.028311556100957,1
2.8208034208718598,-1.7582634007649152,-1
-1.964204814870148,-1.9359170132495283,1
-1.1233615579156837,3.547000483932604,-1
2.5399128029388214,3.2877708653104936,1
-4.431445766560262,-0.7306039464301393,1
4.086399180842142,-4.94548432920737,-1
4.141541007175591,-4.821709555862756,-1
-1.487472178496213,-2.638893758159649,1
-0.7038530338798374,-2.02388125131228,1
-2.2771181639265787,-2.7493001814720337,1
-3.920619751802574,3.2886455243786257,-1
4.071974773327214,-1.2788399179902303,-1
3.512406190576054,5.033698843467955,1
1.6044543626864176,-2.210356572656412,-1
2.8681916361775457,-3.0098838536482795,-1
0.6396041685799247,-5.191060693451901,-1
-5.019463485669335,3.1562732872468517,-1
4.688984233792252,4.640519126005967,1
-4.197218680842206,3.236787521350677,-1
