animal,weight,animal_type
Small cat,18.960983196527142,Cats
Small cat,16.759963727074524,Cats
Small cat,12.245074613255067,Cats
Small cat,22.5027114161063,Cats
Small cat,23.27781726530663,Cats
Small cat,16.250761702280812,Cats
Small cat,21.508798354157477,Cats
Small cat,16.962328390348805,Cats
Small cat,20.464817917361017,Cats
Small cat,18.295153610971536,Cats
Small cat,19.49656828829837,Cats
Small cat,23.23750560667,Cats
Small cat,20.48118776922279,Cats
Small cat,14.349681495329062,Cats
Small cat,11.928020511496108,Cats
Small cat,26.909430320080524,Cats
Small cat,21.51860458216309,Cats
Small cat,18.625188901800026,Cats
Small cat,24.811021366827504,Cats
Small cat,18.86073855844287,Cats
Small cat,28.591958150693195,Cats
Small cat,19.013934903352133,Cats
Small cat,21.168335988441708,Cats
Small cat,20.146054985924927,Cats
Small cat,21.084725044602447,Cats
Small cat,19.881638293200826,Cats
Small cat,21.383102367556482,Cats
Small cat,29.12769295833104,Cats
Small cat,20.450805620405948,Cats
Small cat,21.85757743407608,Cats
Small cat,22.29883291524692,Cats
Small cat,29.336512162560357,Cats
Small cat,27.974691642730445,Cats
Small cat,24.65318754421738,Cats
Small cat,22.64572715730874,Cats
Small cat,22.945831960473235,Cats
Small cat,13.72480246838453,Cats
Small cat,14.006806428289053,Cats
Small cat,19.485112764739057,Cats
Small cat,17.090588493306022,Cats
Small cat,14.989428096436866,Cats
Small cat,12.73299862670464,Cats
Small cat,26.56491409286993,Cats
Small cat,18.329573920257115,Cats
Small cat,21.315146577061117,Cats
Small cat,25.895786835569787,Cats
Small cat,16.28417823096083,Cats
Small cat,22.331934071249538,Cats
Small cat,16.53799549501981,Cats
Small cat,25.272025691715424,Cats
Small cat,23.87235282876652,Cats
Small cat,28.344914282447476,Cats
Small cat,15.813551851253852,Cats
Small cat,20.58089377995263,Cats
Small cat,15.126909440090849,Cats
Small cat,22.16826087685248,Cats
Small cat,19.48604675355077,Cats
Small cat,26.35518964454996,Cats
Small cat,15.593985065628534,Cats
Small cat,18.538650565951265,Cats
Small cat,17.12022730421083,Cats
Small cat,18.650683122706948,Cats
Small cat,19.25188925902511,Cats
Small cat,16.671657976849605,Cats
Small cat,13.542093623123055,Cats
Small cat,17.069457858425636,Cats
Small cat,10.599988673554142,Cats
Small cat,19.74129084772083,Cats
Small cat,19.759359716954446,Cats
Small cat,14.101640971019085,Cats
Small cat,22.562320109723785,Cats
Small cat,18.689365905464893,Cats
Small cat,26.118727499086706,Cats
Small cat,18.254911343716127,Cats
Small cat,17.78897007490103,Cats
Small cat,22.496760260996176,Cats
Small cat,22.37052892981768,Cats
Small cat,20.06383231980063,Cats
Small cat,29.453226643080594,Cats
Small cat,30.600483591523755,Cats
Small cat,21.19489494806538,Cats
Small cat,25.723530320750385,Cats
Small cat,18.979556932162215,Cats
Small cat,25.210114706288756,Cats
Small cat,16.977673802705475,Cats
Small cat,14.777864731664236,Cats
Small cat,17.636344458783057,Cats
Small cat,17.275357004957105,Cats
Small cat,23.966862147187896,Cats
Small cat,17.9248677577144,Cats
Small cat,23.403565730564377,Cats
Small cat,29.001826447605335,Cats
Small cat,16.148191976361282,Cats
Small cat,13.497884657068134,Cats
Small cat,16.68980376060339,Cats
Small cat,22.634799606117983,Cats
Small cat,16.54079004752769,Cats
Small cat,30.34180470294296,Cats
Small cat,18.318919603426476,Cats
Small cat,27.439992153330216,Cats
Small cat,19.948084895820728,Cats
Small cat,14.879659620498028,Cats
Small cat,14.574150706012965,Cats
Small cat,25.637454737866285,Cats
Small cat,21.390954725193858,Cats
Small cat,19.562288804843817,Cats
Small cat,28.376938140455124,Cats
Small cat,17.87016701314538,Cats
Small cat,25.6530898272893,Cats
Small cat,19.955076014282852,Cats
Small cat,26.247952539880153,Cats
Small cat,4.881991826099261,Cats
Small cat,21.72993245029876,Cats
Small cat,15.051074151483729,Cats
Small cat,21.16425731578602,Cats
Small cat,14.298019623351196,Cats
Small cat,18.33087605008483,Cats
Small cat,12.716457518113742,Cats
Small cat,8.972782663618323,Cats
Small cat,14.987324534058406,Cats
Small cat,17.89655884991784,Cats
Small cat,20.52217086472763,Cats
Small cat,14.539328545519385,Cats
Small cat,20.47886714982757,Cats
Small cat,20.960164377106942,Cats
Small cat,25.897618072034607,Cats
Small cat,16.912895513913035,Cats
Small cat,20.079719345691963,Cats
Small cat,10.694459136565746,Cats
Small cat,11.394594106046906,Cats
Small cat,25.496631068932246,Cats
Small cat,18.392205418454935,Cats
Small cat,10.00702414992819,Cats
Small cat,24.13378367337777,Cats
Small cat,22.69336216782283,Cats
Small cat,18.62965286962337,Cats
Small cat,22.353019356726342,Cats
Small cat,20.35268796596667,Cats
Small cat,15.749485885772424,Cats
Small cat,17.74059462199214,Cats
Small cat,13.333885009670675,Cats
Small cat,17.334959961540182,Cats
Small cat,18.60924090812805,Cats
Small cat,19.807015460433437,Cats
Small cat,14.67131347364462,Cats
Small cat,19.63723944902205,Cats
Small cat,20.69688011900227,Cats
Small cat,17.975117753196084,Cats
Small cat,17.150880303228117,Cats
Small cat,22.538226076195627,Cats
Small cat,26.03659076697368,Cats
Small cat,14.57617353845781,Cats
Small cat,21.17089432338921,Cats
Small cat,28.030306699035954,Cats
Small cat,18.151436610552324,Cats
Small cat,9.280263196727622,Cats
Small cat,27.11684861842568,Cats
Small cat,16.480125790470392,Cats
Small cat,22.831710966747316,Cats
Small cat,22.887018065955964,Cats
Small cat,22.36712174091896,Cats
Small cat,30.12869964067822,Cats
Small cat,18.08936047359813,Cats
Small cat,18.578254851943434,Cats
Small cat,12.957156210924184,Cats
Small cat,24.597597901276103,Cats
Small cat,19.815968549349673,Cats
Small cat,20.05254083356651,Cats
Small cat,22.671072601992158,Cats
Small cat,19.166358162028686,Cats
Small cat,17.696992121462113,Cats
Small cat,18.149787951842278,Cats
Small cat,28.1845217837801,Cats
Small cat,22.81763334101591,Cats
Small cat,23.36724860105332,Cats
Small cat,20.26160887895309,Cats
Small cat,15.553278190984408,Cats
Small cat,25.06011665457213,Cats
Small cat,24.021327350303466,Cats
Small cat,19.67462039283777,Cats
Small cat,26.395706376354045,Cats
Small cat,27.295371314668397,Cats
Small cat,17.804568988150898,Cats
Small cat,27.196274005390176,Cats
Small cat,24.136693017116052,Cats
Small cat,20.104109017488536,Cats
Small cat,15.806950966375926,Cats
Small cat,14.916268527680405,Cats
Small cat,11.62821169740874,Cats
Small cat,13.725687431632668,Cats
Small cat,16.604332456404922,Cats
Small cat,19.46392389946488,Cats
Small cat,22.616189036027475,Cats
Small cat,10.151001657235422,Cats
Small cat,20.020879331994365,Cats
Small cat,17.839237090714533,Cats
Small cat,25.810615930355436,Cats
Small cat,28.872471563981737,Cats
Small cat,19.070489239022592,Cats
Small cat,18.76610436634247,Cats
Small cat,27.17034999859138,Cats
Small cat,12.709060557985799,Cats
Small cat,25.045772069832417,Cats
Small cat,21.466185956454538,Cats
Small cat,19.41401059449247,Cats
Small cat,12.75431092115681,Cats
Small cat,11.295899709104786,Cats
Small cat,35.29122874395864,Cats
Small cat,18.435930846664906,Cats
Small cat,8.343373820310052,Cats
Small cat,15.246512584174916,Cats
Small cat,15.716280080519766,Cats
Small cat,22.942193669155394,Cats
Small cat,23.378366016800502,Cats
Small cat,23.70542867418154,Cats
Small cat,13.868654833774219,Cats
Small cat,11.766454889093454,Cats
Small cat,21.975868978818514,Cats
Small cat,28.10199078150979,Cats
Small cat,27.940896020489575,Cats
Small cat,9.925843992795954,Cats
Small cat,14.198900941341309,Cats
Small cat,10.467069242907922,Cats
Small cat,28.838555436477584,Cats
Small cat,27.302668826498866,Cats
Small cat,23.84321423391437,Cats
Small cat,23.53053222108124,Cats
Small cat,13.879828403438552,Cats
Small cat,15.32926386382897,Cats
Small cat,15.636991081483947,Cats
Small cat,25.62591613731503,Cats
Small cat,19.942728020073385,Cats
Small cat,15.54289087389361,Cats
Small cat,27.6467231584298,Cats
Small cat,30.567952726031574,Cats
Small cat,14.907494574461424,Cats
Small cat,25.57484831037575,Cats
Small cat,23.924159435550205,Cats
Small cat,17.34517861698949,Cats
Small cat,11.999900338633342,Cats
Small cat,23.641001110608542,Cats
Small cat,19.19772358923806,Cats
Small cat,15.902326351146954,Cats
Small cat,20.88921084229068,Cats
Small cat,26.857011483878185,Cats
Small cat,21.64075894190214,Cats
Small cat,20.558517632711908,Cats
Small cat,18.22034463952044,Cats
Small cat,23.03775183164437,Cats
Small cat,21.929054807164874,Cats
Big cat,60.63800894922821,Cats
Big cat,60.46771713255698,Cats
Big cat,59.2465791533726,Cats
Big cat,59.69947751840141,Cats
Big cat,60.18952935113857,Cats
Big cat,60.823430520053705,Cats
Big cat,59.47621698746117,Cats
Big cat,60.854194186652904,Cats
Big cat,64.67312518652423,Cats
Big cat,63.219441217592404,Cats
Big cat,55.954076208934474,Cats
Big cat,64.56176303369239,Cats
Big cat,58.326918398989584,Cats
Big cat,66.59348006551524,Cats
Big cat,69.92269490843081,Cats
Big cat,60.61865735931532,Cats
Big cat,61.470886863415394,Cats
Big cat,60.87099703112549,Cats
Big cat,59.42310068447419,Cats
Big cat,55.62199076575372,Cats
Big cat,65.18580314881575,Cats
Big cat,54.60153544178946,Cats
Big cat,61.08635430328954,Cats
Big cat,65.21907248923253,Cats
Big cat,65.582917716838665,Cats
Big cat,58.7488656926631,Cats
Big cat,66.82046575044745,Cats
Big cat,58.30824858390923,Cats
Big cat,61.15263666590899,Cats
Big cat,52.0630023796831,Cats
Big cat,58.409637243580455,Cats
Big cat,58.79961938634881,Cats
Big cat,59.92335662857155,Cats
Big cat,59.91841064202209,Cats
Big cat,60.359220819791155,Cats
Big cat,59.66994525593802,Cats
Big cat,63.13720774523462,Cats
Big cat,62.30979970669118,Cats
Big cat,62.38733434733128,Cats
Big cat,57.21911352894095,Cats
Big cat,53.19732386755073,Cats
Big cat,61.018187066453635,Cats
Big cat,49.61931374376108,Cats
Big cat,53.74317555174053,Cats
Big cat,57.16763459474205,Cats
Big cat,60.300792371484825,Cats
Big cat,60.41212603686084,Cats
Big cat,60.37958602308319,Cats
Big cat,53.89981168214771,Cats
Big cat,48.04185370354293,Cats
Big cat,57.78058643610153,Cats
Big cat,67.98172795819714,Cats
Big cat,54.292877225680456,Cats
Big cat,62.20520518172117,Cats
Big cat,60.20237346060858,Cats
Big cat,64.2374073786627,Cats
Big cat,63.44141064260709,Cats
Big cat,54.225126488509815,Cats
Big cat,56.73291033181897,Cats
Big cat,62.1092693818375,Cats
Big cat,63.102567653472605,Cats
Big cat,60.3820299124401,Cats
Big cat,56.853974487500295,Cats
Big cat,59.02651906270728,Cats
Big cat,66.60766173343511,Cats
Big cat,63.388011851594946,Cats
Big cat,57.54315565964331,Cats
Big cat,54.810338262207416,Cats
Big cat,67.43406487302003,Cats
Big cat,55.88006966589569,Cats
Big cat,62.63553645539054,Cats
Big cat,60.34294839005036,Cats
Big cat,49.40341083549236,Cats
Big cat,63.73283229429278,Cats
Big cat,59.788499643124005,Cats
Big cat,62.43023627515719,Cats
Big cat,63.123756755634744,Cats
Big cat,57.16563630708323,Cats
Big cat,62.29151167095037,Cats
Big cat,62.00153253103672,Cats
Big cat,60.692774321338156,Cats
Big cat,57.43904294163889,Cats
Big cat,58.175480193535016,Cats
Big cat,68.49284683279134,Cats
Big cat,57.699583594827615,Cats
Big cat,53.471273783655725,Cats
Big cat,56.015928352110684,Cats
Big cat,62.60186227910627,Cats
Big cat,54.78104482703197,Cats
Big cat,56.40599816830292,Cats
Big cat,66.51473575094853,Cats
Big cat,62.2625817934212,Cats
Big cat,57.69135053215645,Cats
Big cat,69.93912199103535,Cats
Big cat,66.6156136737481,Cats
Big cat,60.293116344818515,Cats
Big cat,53.83351097419617,Cats
Big cat,66.56003715640426,Cats
Big cat,59.129014453944166,Cats
Big cat,66.43062240657471,Cats
Big cat,53.738976336132225,Cats
Big cat,56.10880008964696,Cats
Big cat,52.79229084801952,Cats
Big cat,65.55493502925586,Cats
Big cat,55.48849676267806,Cats
Big cat,67.16322046836724,Cats
Big cat,48.996654428616964,Cats
Big cat,67.31602275939119,Cats
Big cat,54.601169021692805,Cats
Big cat,52.94530242242092,Cats
Big cat,62.3796375812769,Cats
Big cat,65.11828193220703,Cats
Big cat,69.99832548954537,Cats
Big cat,55.645098110339305,Cats
Big cat,61.17096505786849,Cats
Big cat,61.40834734118377,Cats
Big cat,59.27271327444939,Cats
Big cat,49.5051666618383,Cats
Big cat,66.68158744527449,Cats
Big cat,55.113983494109135,Cats
Big cat,58.41766105746083,Cats
Big cat,54.4373127945786,Cats
Big cat,55.115936918812395,Cats
Big cat,66.14046903284373,Cats
Big cat,66.71398432395983,Cats
Big cat,54.43576677084518,Cats
Big cat,60.88938267019585,Cats
Big cat,59.64355775033034,Cats
Big cat,54.09267400768041,Cats
Big cat,52.4167135404999,Cats
Big cat,71.71109812254953,Cats
Big cat,59.24471024126366,Cats
Big cat,54.693241026666016,Cats
Big cat,46.97017620494269,Cats
Big cat,60.00731901969183,Cats
Big cat,56.91790567190472,Cats
Big cat,55.845168933531355,Cats
Big cat,55.04927833747847,Cats
Big cat,59.18319259353233,Cats
Big cat,53.77356616085718,Cats
Big cat,66.79701907035532,Cats
Big cat,71.08180098243676,Cats
Big cat,58.96242266228233,Cats
Big cat,63.30752608236733,Cats
Big cat,49.75526565228989,Cats
Big cat,61.366654642931316,Cats
Big cat,60.96670341538138,Cats
Big cat,56.84129826667267,Cats
Big cat,58.18732321490508,Cats
Big cat,56.85933231438037,Cats
Big cat,59.766715848164615,Cats
Big cat,58.78307061615715,Cats
Big cat,58.94437481784961,Cats
Big cat,63.85975465780332,Cats
Big cat,55.226124769339734,Cats
Big cat,58.44250894257806,Cats
Big cat,64.58694723059924,Cats
Big cat,65.80318848526102,Cats
Big cat,62.755915536641126,Cats
Big cat,65.70122622900743,Cats
Big cat,63.31534639487618,Cats
Big cat,55.13565024217658,Cats
Big cat,52.6453265866573,Cats
Big cat,55.13959364127083,Cats
Big cat,63.679017345342615,Cats
Big cat,58.94534669467766,Cats
Big cat,59.322831964224264,Cats
Big cat,62.63089762325134,Cats
Big cat,53.97709184272356,Cats
Big cat,60.8529686288097,Cats
Big cat,66.32013368823718,Cats
Big cat,60.49690667492088,Cats
Big cat,47.70368732497193,Cats
Big cat,58.62369566214943,Cats
Big cat,64.00854989722566,Cats
Big cat,56.59426301577701,Cats
Big cat,56.312779113291,Cats
Big cat,57.0846539902303,Cats
Big cat,70.38823512364985,Cats
Big cat,62.13829042151491,Cats
Big cat,51.54024330556979,Cats
Big cat,65.76693132922797,Cats
Big cat,61.130859415133926,Cats
Big cat,66.51525074055284,Cats
Big cat,59.44165808574342,Cats
Big cat,47.15165978926669,Cats
Big cat,62.10377377054617,Cats
Big cat,64.11647145190487,Cats
Big cat,56.75721108957946,Cats
Big cat,56.217682211359886,Cats
Big cat,65.87351768734229,Cats
Big cat,65.3992561829397,Cats
Big cat,57.37208798915328,Cats
Big cat,61.146640694714094,Cats
Big cat,53.20693918322315,Cats
Big cat,59.87621159429394,Cats
Big cat,64.16804707739395,Cats
Big cat,57.02551135394725,Cats
Big cat,47.70211661521219,Cats
Big cat,61.76594624959054,Cats
Big cat,50.56309489601464,Cats
Big cat,61.66742854740684,Cats
Big cat,68.93573444366915,Cats
Big cat,56.984893467164696,Cats
Big cat,61.508700285163776,Cats
Big cat,54.25584384072518,Cats
Big cat,57.962312785683245,Cats
Big cat,64.63458825871581,Cats
Big cat,63.2946212970578,Cats
Big cat,58.31878576429489,Cats
Big cat,55.11397229004394,Cats
Big cat,56.48389996463881,Cats
Big cat,53.488225265725,Cats
Big cat,58.49454736504578,Cats
Big cat,50.20872546140068,Cats
Big cat,51.23082236866059,Cats
Big cat,60.38864515635746,Cats
Big cat,62.097570234828446,Cats
Big cat,64.34571974865663,Cats
Big cat,65.72819486078255,Cats
Big cat,65.26458725700229,Cats
Big cat,55.19768176756822,Cats
Big cat,53.88727213447839,Cats
Big cat,64.29955095985825,Cats
Big cat,59.03843091865538,Cats
Big cat,63.302866429709184,Cats
Big cat,61.184433820055965,Cats
Big cat,58.179885751781484,Cats
Big cat,62.56206085347121,Cats
Big cat,57.47721086784582,Cats
Big cat,61.885567622655984,Cats
Big cat,66.68429058356233,Cats
Big cat,62.850827699899575,Cats
Big cat,48.2363550894021,Cats
Big cat,54.81485013391823,Cats
Big cat,63.90798180983653,Cats
Big cat,53.151540375425306,Cats
Big cat,69.62582963607709,Cats
Big cat,54.39222719274195,Cats
Big cat,58.59398047687087,Cats
Big cat,61.796044400396184,Cats
Big cat,66.09880275136541,Cats
Big cat,61.13462478351269,Cats
Big cat,60.27204292248403,Cats
Big cat,59.24193518278354,Cats
Big cat,59.57725406852509,Cats
Big cat,70.06866399544877,Cats
Big cat,55.723997674864755,Cats
Big cat,61.838060897195184,Cats
Big cat,60.91073108716804,Cats
Dog,31.911440350895226,Dogs
Dog,39.72272710682048,Dogs
Dog,42.78842356536571,Dogs
Dog,23.307625758909342,Dogs
Dog,43.93369941302729,Dogs
Dog,49.48031443020757,Dogs
Dog,50.62816609692004,Dogs
Dog,39.72108739692143,Dogs
Dog,30.95368653853223,Dogs
Dog,40.12642494221609,Dogs
Dog,49.444775832882684,Dogs
Dog,24.388762072988428,Dogs
Dog,44.067976368371,Dogs
Dog,36.77078348853265,Dogs
Dog,41.75771230598015,Dogs
Dog,70.28465266609786,Dogs
Dog,43.79049655850375,Dogs
Dog,44.24264927182201,Dogs
Dog,51.78935371721256,Dogs
Dog,48.43245878289405,Dogs
Dog,48.081794374136436,Dogs
Dog,43.46313961766627,Dogs
Dog,29.03994828761286,Dogs
Dog,48.26720223408311,Dogs
Dog,29.182637683813148,Dogs
Dog,55.955379791363484,Dogs
Dog,43.44420459246321,Dogs
Dog,38.2871440025139,Dogs
Dog,50.86275731233613,Dogs
Dog,7.280686146852531,Dogs
Dog,32.70766075953126,Dogs
Dog,47.576778708309554,Dogs
Dog,42.106220201285524,Dogs
Dog,31.723632191035325,Dogs
Dog,10.764977377706721,Dogs
Dog,28.530909635742972,Dogs
Dog,24.600026999946714,Dogs
Dog,66.50430200680708,Dogs
Dog,37.509958996941855,Dogs
Dog,35.69221528243468,Dogs
Dog,39.63744290076415,Dogs
Dog,44.48292210154865,Dogs
Dog,27.969053271109477,Dogs
Dog,53.60931961059859,Dogs
Dog,51.15306463786554,Dogs
Dog,42.142989702076356,Dogs
Dog,40.47848572619764,Dogs
Dog,51.90021661961822,Dogs
Dog,41.72188591309237,Dogs
Dog,23.801231220031887,Dogs
Dog,36.40984531938578,Dogs
Dog,31.059727483669334,Dogs
Dog,40.70094367138248,Dogs
Dog,13.395154539434856,Dogs
Dog,34.91015330342731,Dogs
Dog,62.00036063644116,Dogs
Dog,47.72818578340184,Dogs
Dog,55.79237057348999,Dogs
Dog,52.23114776835085,Dogs
Dog,26.54909635897335,Dogs
Dog,49.58289775372071,Dogs
Dog,44.7121880030511,Dogs
Dog,47.29028162892244,Dogs
Dog,48.074250035710065,Dogs
Dog,50.14944314601022,Dogs
Dog,20.913720954717924,Dogs
Dog,43.95915872343104,Dogs
Dog,35.4874144592599,Dogs
Dog,43.96877818085047,Dogs
